track_id,track_name,track_artist,playlist_genre,energy,key,valence,acousticness,speechiness
7rN9wxpkoUoZG6hMaLUmFS,Soy Un Desastre,Timbiriche,latin,0.968,10,0.858,0.272,0.0833
2Lv1EpgTXrZ2gzJfoNGVnw,Piel Morena,Thalía,latin,0.816,2,0.897,0.321,0.115
3NkWUspEJzcMcUJKoX1KJa,Pegadito,Tommy Torres,latin,0.578,9,0.487,0.445,0.0268
2d6m2u18196oYQS2mbaO6t,Tiempo De Vals,Chayanne,latin,0.238,6,0.317,0.804,0.0325
7iXRsjttPa62GpOcqsx1aE,Qué Gano Olvidándote,Reik,latin,0.691,2,0.2,0.141,0.0253
7sZi8RCDaoMw9T0AU0iah4,Hasta Que Te Conocí,Juan Gabriel,latin,0.306,2,0.189,0.756,0.033
471HeGJPKw07MObixON0Um,Tabú,Pablo Alborán,latin,0.808,9,0.553,0.0366,0.0619
5Cbo7oz78gqkzV3EAM63VA,+,Aitana,latin,0.666,8,0.675,0.106,0.0322
7tQ24skemknA6PPh6gwFi1,Mejores Amigos,Yera,latin,0.74,4,0.905,0.156,0.0363
7k4t7uLgtOxPwTpFmtJNTY,Tusa,KAROL G,latin,0.715,2,0.574,0.295,0.298
2sRhe52xJklfzRIe0K6puw,Voy Por Ti,Cali Y El Dandee,latin,0.852,8,0.775,0.0276,0.093
6Y6YC93R1r0CISm5iC4j27,BOTA FUEGO,Mau y Ricky,latin,0.83,11,0.633,0.234,0.36
3bCuNSiaBHqxdevMYEnGpe,Tanto,Jesse & Joy,latin,0.729,11,0.62,0.424,0.0533
71M1szVbVYZM5M6QlIm6aC,Sueño (con Pablo Alborán),Beret,latin,0.596,8,0.505,0.356,0.0352
09nSCeCs6eYfAIJVfye1CE,Oye,TINI,latin,0.51,7,0.255,0.447,0.0646
5hoIOyMDt2cQx6DU0UyiBj,Como Así (feat. CNCO),Lali,latin,0.676,5,0.494,0.134,0.139
4zAmejUNIsPCWsj5t1lGo4,Loco,Beéle,latin,0.569,6,0.766,0.155,0.126
2O2J6GrQzv3mkXuMfFEPMY,Subtítulos,Lasso,latin,0.79,1,0.729,0.701,0.273
0cDumxvNKhydP1Cmon2S6E,DOSIS,Dvicio,latin,0.772,4,0.782,0.149,0.0481
2zkVH2daHyjS51g7PRJFDn,¿Qué Ha Pasao'?,Abraham Mateo,latin,0.752,7,0.405,0.315,0.133
1fXKStjVOTmBEwjAnFSNkc,Enamórate De Alguien Más,Morat,latin,0.643,11,0.579,0.466,0.0321
65HT0L2eAtvbH56XrJqPbf,Pegao,CNCO,latin,0.725,0,0.571,0.0787,0.0689
1CaBwYdWhxUeE4j3w0WqbL,Primer Avión,Matisse,latin,0.59,0,0.449,0.184,0.232
671sG3ETDxC3L6qcGIrHRM,A Dónde Vamos,Morat,latin,0.608,0,0.955,0.00677,0.0364
0EixXz4ZIBS5sq7LjyN1VV,Qué Será,Leslie Grace,latin,0.797,4,0.426,0.0948,0.0823
02lGHA7bFFplYLihnUWTx8,Tequila,Juanes,latin,0.688,9,0.704,0.226,0.112
2P8NagN2tEzXRIufGuUPZO,El Ciego,Melendi,latin,0.647,0,0.397,0.124,0.204
0x1k6gSTSxaLxe0F2IThaX,Detente,Mike Bahía,latin,0.585,7,0.363,0.273,0.346
0JZNuMkU56lRgqbBOOEnUp,Polo A Tierra,Danna Paola,latin,0.769,11,0.567,0.2,0.0508
1avccdZyIOpCisznKwu47H,Locos Dementes,Gusi,latin,0.893,10,0.685,0.291,0.0476
4500Dr4dVfnQiMjaTC4oIq,Me Equivocaré,Antonio José,latin,0.729,2,0.726,0.0623,0.16
0Ao64XWY9rvsx4K0JmJ7Pv,No Ha Parado De Llover (with Sebastián Yatra),Maná,latin,0.664,0,0.477,0.173,0.0319
5YpbeNBco1kDTt58JCjBn7,"Mitad Mentira, Mitad Verdad",Río Roma,latin,0.83,8,0.645,0.0733,0.0507
6SQRzc5MTijqMV6obN4oDQ,Carta a Cupido,Bacilos,latin,0.85,10,0.81,0.0878,0.128
0PaNKfwdqHjmW7hVEQ0lbu,La Difícil,Camilo,latin,0.36,1,0.553,0.67,0.112
6VxuSFyAV3AjGsmI4GQq8d,Haz Lo Que Quieras,Haze,latin,0.777,3,0.775,0.2,0.0434
7ylkmI5exdKG5Myo7DuH2p,A Tu Manera [CORBATA],Sofia Reyes,latin,0.767,5,0.565,0.0253,0.0871
1kw5VKLs2JFpg3FjY1RwCL,Primera Cita - Recorded at Electric Lady Studios NYC,CNCO,latin,0.34,10,0.546,0.708,0.0274
3c7U2Kj8YL8BquVmEhybCR,Si por mi fuera,Beret,latin,0.748,2,0.875,0.0269,0.0317
7qCMKzInsoamLYfFMyVkHp,Contigo Quiero Estar,Mark Cast,latin,0.672,7,0.388,0.0156,0.101
7ex5TNhdJsNNVpovfntqg3,Aguardiente,Greeicy,latin,0.835,11,0.784,0.0183,0.115
5QPBftyzwq0cR4urKmASUd,Hoy Se Me Olvida,Chucho Rivas,latin,0.752,4,0.603,0.0356,0.277
0c60lGN8Fnq4oTMFJpQuYx,Así Así,Farina,latin,0.758,9,0.737,0.0445,0.11
43LqO46SrjR2PGrOE0zwAl,Tacones,Gemeliers,latin,0.633,2,0.73,0.371,0.159
7MkFd0UDHlILDrhBjGZH5K,Cántalo,Ricky Martin,latin,0.795,1,0.731,0.0339,0.116
6Qw3cJobqaSfYOsRqRyd8e,Boomerang,Lalo Ebratt,latin,0.661,0,0.919,0.221,0.088
6leWDI4bYOmUJgQBU9pzpt,Una Noche Más,Mariah,latin,0.665,5,0.627,0.0802,0.0538
7zhw8ovSA2cDrJehxI1TZh,Mi Mejor Despedida,Manel Navarro,latin,0.397,0,0.237,0.46,0.0288
64IRsSyqwD0CBbFAfrR0rT,Mami,Paloma Mami,latin,0.717,3,0.513,0.153,0.0518
4HPV5sINNKUn1YckHmukri,Japón,Rombai,latin,0.627,7,0.791,0.191,0.431
5wra0GAJGrDoUEGTXEPYHR,no importa,Alaina Castillo,latin,0.675,8,0.346,0.437,0.256
2k6oLQC0nAw99WL1euDWdG,PAPI,Isabela Merced,latin,0.695,9,0.742,0.0203,0.223
2lcDP3fjVgWeS6tBj4JgaV,Dime,Julia Medina,latin,0.723,9,0.498,0.0267,0.0509
555ix1gW9A1QtXoVfCPbfB,Solita,Kali Uchis,latin,0.666,5,0.394,0.0161,0.163
7jOzl8HAKObMVeMLCUUNNB,Vete Pa La,Lele Pons,latin,0.881,9,0.888,0.0912,0.0498
73xcMyVkC760tH1Jkfxzd6,Vuelvo,Cami,latin,0.637,9,0.474,0.28,0.558
1f38Gx6xQz6r4H1jGVNBJo,Loco Contigo (with J. Balvin & Tyga),DJ Snake,latin,0.743,6,0.355,0.285,0.0567
7x9nXsowok1JszkVztI5NI,Writing on the Wall (feat. Post Malone & Cardi B),French Montana,latin,0.836,9,0.497,0.283,0.153
44ETcHYUz11q8QbqcgSwL6,Hola Señorita - Robin Schulz Remix,Maître Gims,latin,0.828,5,0.704,0.0153,0.0914
5rqn93J4KqJrxSO7SMns4B,Como No (feat. Becky G),Akon,latin,0.83,9,0.87,0.0685,0.0457
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),The Black Eyed Peas,latin,0.716,10,0.667,0.0334,0.0657
1mzARUs2kMMxcKh1ome5aX,Safety (feat. DJ Snake),GASHI,latin,0.828,1,0.729,0.0271,0.0356
1HBrxfreCZDstJMYVzgRPM,Evapora,IZA,latin,0.707,11,0.677,0.125,0.279
499kFE5yNFDRMrhKz96Vct,Maldad,Steve Aoki,latin,0.808,1,0.66,0.00182,0.103
7BuSE9uTIw931wtZYzvZcQ,Runaway,Sebastian Yatra,latin,0.851,2,0.934,0.0336,0.0674
2qG5sZ7Si6sdK74qLxedYM,Con Altura,ROSALÍA,latin,0.689,6,0.746,0.39,0.124
18loeUgThthiQpVNKqoZUP,Istanbul,Bahjat,latin,0.724,8,0.668,0.0893,0.0806
0QopfywHKJZH8bnt8Cj9qr,Make It Hot,Major Lazer,latin,0.765,11,0.497,0.00279,0.0403
47LFcy7prvEY5D08d26zOo,40%,Aya Nakamura,latin,0.693,11,0.677,0.396,0.207
4VgYtXCVJ7IbWAZ5ryfvEQ,Muévelo,Nicky Jam,latin,0.807,7,0.919,0.416,0.0489
10dVVfHlZYjV4Qv9uNVgrA,Joanna (Drogba) - Remix,Afro B,latin,0.642,2,0.748,0.037,0.117
5Xhqh4lwJPtMUTsdBztN1a,Me Gusta,Shakira,latin,0.696,1,0.775,0.0559,0.0681
4SAml2anqtoGWbd9HVkMNM,Que Calor (with J Balvin) - Badshah Remix,Major Lazer,latin,0.865,8,0.506,0.0286,0.0713
2bPtwnrpFNEe8N7Q85kLHw,Combatchy (feat. MC Rebecca),Anitta,latin,0.73,1,0.605,0.383,0.0809
4ZtiN13yPgoDtQB8TkIrv1,Magnetic,Monsta X,latin,0.651,5,0.683,0.041,0.0479
2H2hgzXQkrrvU7TRmqxhhp,Shanti,ShiShi,latin,0.805,7,0.444,0.204,0.08
6iO2JKc25YwO27CoQIya3O,Na Na Na,Now United,latin,0.62,1,0.457,0.26,0.0567
7Lvia65hnEybyNffeaXIpL,Trika Trika,Faydee,latin,0.606,6,0.714,0.383,0.372
1rYC34UUszS0QzzECNRhYb,Haute (feat. J Balvin & Chris Brown),Tyga,latin,0.723,9,0.349,0.0778,0.114
5djZm1zFGcJUSUqbBjrAZH,"O Saki Saki (From ""Batla House"")",Neha Kakkar,latin,0.961,10,0.567,0.163,0.0747
77vC5gu81gOMLHgLA0YPAd,Hey Mama,Geko,latin,0.885,0,0.913,0.0471,0.145
4IJEw3fDvS6XF4sDc3bvjK,AYA,Murda,latin,0.68,5,0.694,0.113,0.103
7knLcYCOSaURD0d7HUULFM,COMO UN BEBÉ,J Balvin,latin,0.807,6,0.816,0.0732,0.0949
5s6w6LGupX78gmYBnD6PyX,Angel,Zack Knight,latin,0.865,11,0.798,0.0635,0.0615
1eiR5nZhWozZ7Cwkn94wtr,Burn Out,ShiShi,latin,0.68,2,0.275,0.0346,0.11
4lKuzrdZrJuCAedbIslF3A,SENTADÃO,Pedro Sampaio,latin,0.869,6,0.924,0.178,0.0589
7qLnSuxwLNlcapat8OCWZp,Ela É do Tipo (feat. Drake) - Remix,MC Kevin o Chris,latin,0.524,6,0.715,0.89,0.24
0yxU21ecIK43OvBh4apONo,Solito (Lonely) [feat. Nicky Jam & Akon],Messiah,latin,0.871,10,0.564,0.192,0.0418
3a9AXyLB5KpcouPstVfXvb,Ki Kehna (feat. R3HAB),QARAN,latin,0.642,1,0.353,0.0675,0.0295
4TnFANpjVwVKWzkxNzIyFH,Ne reviens pas,Gradur,latin,0.778,10,0.933,0.212,0.0638
7sQKy5vlPQllr0k9IjYJv3,Sigues Con El,Dimelo Flow,latin,0.668,9,0.676,0.11,0.113
7gAyu0od48mkaCw1laPKVC,Naagin,Vayu,latin,0.5,9,0.243,0.0335,0.0581
3wjl3uPGckJUAeI5cRG0bZ,Caliente,Mente Fuerte,latin,0.647,8,0.222,0.59,0.0827
1oro0vZyc9FUQcMiyEAVmN,Oululee Leh,Elyanna,latin,0.713,6,0.203,0.0372,0.0449
1lHFLVG6bKH5mA9tiDxN5M,Wouli Liya,Dadju,latin,0.7,4,0.546,0.251,0.051
6uFuNi4PcNQzT2uGOQ6Vdi,Sehera,Ali B,latin,0.876,8,0.476,0.266,0.138
30OnKqCINi9fRJyQTEZeDz,Będzie Lepiej,Miyo,latin,0.8,1,0.775,0.322,0.0471
5G3HClgDw2gUy1n690Seq5,Habibi (Ya Nour El Ein) - Recorded at Spotify Studios Stockholm,Imenella,latin,0.787,5,0.598,0.125,0.0863
6jl6WS8xKvtUkPAnC9UsBW,Heya Heya,Rocwell S,latin,0.723,11,0.704,0.25,0.154
2iuNKcIOuHb9VIplN7NDoa,Distant,Maes,latin,0.731,4,0.493,0.555,0.194
3TRhqR8iMV4ZZko3dDnCJW,Standort,Pietro Lombardi,latin,0.616,5,0.868,0.122,0.158
5WrEilrRI5cIW0DxMvQYPZ,Jopping,SuperM,latin,0.835,10,0.535,0.0139,0.0839
5fXslGZPI5Cco6PKHzlSL3,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,latin,0.919,1,0.494,0.101,0.0938
5srIkb35ees5dhgjK3zdfz,Collateral Damage,Burna Boy,latin,0.852,2,0.903,0.51,0.0453
63SHcJzckFykS8faA5zojY,Vem Me Satisfazer,MC Ingryd,latin,0.561,8,0.541,0.596,0.335
4gWAcvkVLzqnzFOcrYBut7,Choosy (feat. Jeremih & Davido),Fabolous,latin,0.635,7,0.453,0.12,0.102
70zRDnEkOhVb51fZA13khd,Yallah Goodbye (feat. Gringo),Summer Cem,latin,0.738,7,0.21,0.0215,0.175
1wAq7CInaae6yHECWWfPVz,En Busca de Ti - Remix,Zazo & Gxurmet,latin,0.468,2,0.468,0.123,0.0675
6ZL0SPKgUnLs7VwNrlSvXt,Yarim,Hasibe,latin,0.903,1,0.552,0.00626,0.137
7Lw5FXm8nhQPvezIpA6jK5,Lost,End of the World,latin,0.729,7,0.734,0.00935,0.0308
69V6iFeVLb76eMf3dQyxp7,Contagious,Sean Tizzle,latin,0.673,8,0.815,0.607,0.0592
6q9XTgfWilsnyiFofvYrIF,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,latin,0.87,9,0.884,0.123,0.177
3CYH422oy1cZNoo0GTG1TK,Psycho,Red Velvet,latin,0.666,8,0.405,0.193,0.0446
2l09TXygaRpfmaVw1NwgP6,Jee Karda,F1rstman,latin,0.781,3,0.69,0.0355,0.127
1E1YyZjbteIz2XQyLvtRxD,Skifahren (feat. Joshi Mizu),The Cratez,latin,0.705,5,0.435,0.223,0.252
0krQAnM8Mh4qjyS8bar6o6,Palace,ASADI,latin,0.594,10,0.603,0.0992,0.0357
0KzhyaVtr2v4J9GVdMgCk0,Gangsta,Darkoo,latin,0.649,0,0.595,0.367,0.306
3SrZ65hCGgnOMbvHlQjKRy,Running Through My Mind,Lynn Hayek,latin,0.865,2,0.278,0.0493,0.0495
28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,latin,0.913,0,0.544,0.0248,0.0933
6eHqU8ntHGzddACoxlfDX0,Jam,Starboy,latin,0.761,10,0.79,0.0548,0.0497
5YxP1CkunbhUQVvctFOHa7,fuck 3x,tha Supreme,latin,0.814,5,0.69,0.0698,0.0823
0H6vpbW0UOtVpm3RgiwSkx,Bounce It (feat. Stonebwoy),Collie Buddz,latin,0.528,2,0.77,0.116,0.146
4lCwnBZurX0OIqMKBOHRlS,Colpo Grosso,Snik,latin,0.834,6,0.85,0.397,0.23
3dWJfg6c9CFIKtZHkmz2ZF,Donne-moi l’accord,Dadju,latin,0.831,5,0.923,0.254,0.0524
7IAJzec1UxGYmNvbPTHbxx,"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,latin,0.772,7,0.336,0.284,0.194
2dU2D16RX11z3PdnJfXvIi,Favor,Zouhair Bahaoui,latin,0.631,10,0.625,0.34,0.0461
2jz4XbBHonx48cyTgvcBt5,Filamén,Balti,latin,0.484,2,0.765,0.567,0.383
5p3Haatqbfaz8GSNMTkEHR,L'amour ne suffit pas,Singuila,latin,0.689,11,0.573,0.0452,0.24
3OSFefosO5NYbS2x0GTLDo,EH BABA,Murda,latin,0.655,0,0.471,0.362,0.301
373ugl3mW7zrpYMWjPZWmH,Mami Cosa,Hassan El Shafei,latin,0.853,5,0.872,0.233,0.0921
4QVEEOx7TeTA0vQfeP8tgN,Goal,Patron,latin,0.75,5,0.461,0.413,0.2
7DEjIvVqP0YvoCxHCOcGMl,Ya Agmal Eyoun (Remix),Amr Diab,latin,0.837,5,0.197,0.00887,0.0406
2CoFfoF1DPxY7vKuWW9u60,Zanku,DopeNation,latin,0.819,7,0.691,0.066,0.0429
4fNHV8GNXvxVL0GJrZDqZa,IYABO,GuiltyBeatz,latin,0.736,2,0.477,0.0148,0.102
2TbCdbFzs2xO2nzasn0Qvw,"Don't Be Shy Again (From ""Bala"")",Sachin-Jigar,latin,0.905,5,0.905,0.0979,0.0581
42ETKyApzUl8hTtytFAjen,8 Parche,Baani Sandhu,latin,0.862,8,0.727,0.161,0.206
4Eefey3uN90Abhbr47zKmC,WINTER FLOWER(Feat.RM),Younha,latin,0.793,0,0.262,0.134,0.0639
104AXyQtDAHKtSGn2gnpcR,Uuh Mama,Willy Paul,latin,0.664,11,0.911,0.0422,0.232
3pASfHJfBpA0JIjE1XBGSV,10 (Alleen),Caza,latin,0.625,0,0.676,0.0542,0.0668
64BxhMTsd59rugHkQw6I6O,Khamsa Ba2a,Oka,latin,0.926,3,0.949,0.139,0.0467
21PXwOjWFh5XlwTia05t3p,Bonnie & Clyde (Carmon X Alrima),Carmon,latin,0.706,7,0.43,0.0223,0.169
5R7fmcilTVIIDfGZwYG1lp,Mahragan Laa,El Sawareekh,latin,0.775,2,0.883,0.0584,0.142
3fzCO5mdnxKvxOT03Ao0RI,COLORLESS,Daichi Miura,latin,0.56,0,0.347,0.0826,0.308
5drW6PGRxkE6MxttzVLNk5,Secukupnya,Hindia,latin,0.796,9,0.933,0.19,0.0344
0b4KxqG2zGWDh3iH571a7D,Mafo,Naira Marley,latin,0.862,9,0.619,0.2,0.161
3vYY0BG9V1odj5gcpizYBD,Cause A Commotion (feat. Skip Marley),Bugzy Malone,latin,0.557,7,0.598,0.238,0.145
3bQP7tbRGkclN0h2OCgc8E,Ya Baba,ALAWIE,latin,0.682,4,0.903,0.283,0.103
4zdQmfTLWgGd5mAX4MUIaX,Turning Up,ARASHI,latin,0.817,1,0.896,0.0225,0.103
47JRnHU1jkyaurHZKQW4xQ,Turn Up,Kuami Eugene,latin,0.874,0,0.745,0.136,0.0865
4fY4pwTfUl15tEwDBTCXBO,Melanin,Sauti Sol,latin,0.677,11,0.759,0.0743,0.125
6RCCs5jOIu7ylHAEv8u2U9,Pełnia,Smolasty,latin,0.899,8,0.78,0.553,0.362
6gFg5cvUFXwrO1tAxepOWM,Halik,Majed Al Esa,latin,0.728,9,0.843,0.0205,0.0695
4eycOo0qKubeGx3g29dcHZ,Gimme GImme,iamSHUM,latin,0.858,7,0.536,0.112,0.0627
4SkEHPGX8KXDrRT5BMdP9r,WaoW,Eddie Khae,latin,0.788,10,0.797,0.402,0.0615
39XhLzD0z9D5o0Ir9qQoN1,Manuela,Sharlene,latin,0.621,7,0.751,0.348,0.436
3DjInVTE03icrWsq2UZV9n,Recuerdo,TINI,latin,0.639,1,0.677,0.114,0.387
2AoRRax8pJeQEj9nGDUKob,Flotando,Francisca Valenzuela,latin,0.693,6,0.371,0.294,0.0398
3IvLpkhvkarEACMGMShm3l,No Somos Nada,Corina Smith,latin,0.664,6,0.741,0.199,0.14
6GVKQRh4pnkVKb31pdvOcR,Soledad,Loco Escrito,latin,0.689,7,0.498,0.164,0.147
1MQl98yahePjBn58DJQiOo,Ojos Que No Ven,Kexxy Pardo,latin,0.599,0,0.858,0.36,0.159
3QmaHwaNTrqTY28ejwLKVP,Así Es Amar,María León,latin,0.394,0,0.298,0.62,0.0334
6VFL44gNHrLFZ2d9YwmrVO,Valiente y Libre - Acústico,Funambulista,latin,0.404,11,0.357,0.763,0.0444
6hjbOGu2iUE0lkYk4MxanM,Perdido en Madrid (feat. Sofia Ellar) - Acústica,Dani Fernández,latin,0.324,8,0.315,0.786,0.0374
653aI5kYEj97kuAKj9nY4N,Mio,Devan,latin,0.758,2,0.467,0.0333,0.0446
3e4lLl0zCsOmiXjl9rBfNk,Te Adoraré,Ricardo Montaner,latin,0.599,11,0.317,0.266,0.0344
748Vnqa1Rpwteiarxartiz,Sonreír,KURT,latin,0.407,6,0.677,0.286,0.0542
5dNbX9V0DtzkbJSCmU2WFe,Rincones de Tu Cuerpo,Chucho Rivas,latin,0.722,7,0.503,0.0241,0.0986
5fmXWEFh8vMXzKTHN9ezKV,En Tus Planes,David Bisbal,latin,0.78,11,0.79,0.284,0.162
0iOz0vjSdRKCCCOvJNyoSk,Vamos a Portarnos Mal,Alkilados,latin,0.78,8,0.559,0.0464,0.102
00nvL9u5K8jEJ6TSxGdtPK,Me Enamoré,Jay Wheeler,latin,0.357,11,0.456,0.968,0.0439
1bRrJaO9IHxsx8OY3ly5di,Púrpura,Nanpa Básico,latin,0.464,0,0.369,0.508,0.346
3UL2lHZvjjPEHzwsnqO00v,Adios,Kim Viera,latin,0.8,0,0.781,0.357,0.0621
4QH6uRewEzm7J8QxO4EiTh,Ella - Remix,Pitizion,latin,0.722,0,0.901,0.466,0.308
0LX3DnrnDI7dkiKsfWbgj5,Billion,Emilia,latin,0.64,7,0.714,0.0517,0.0821
1k4VwWZ6FFwYgp72Rq2PUK,I Luv U,Sofia Carson,latin,0.558,1,0.44,0.0532,0.0641
3vDLsRfjYfsjqLelscTVh3,Buena Vibra,Mario Bautista,latin,0.721,0,0.691,0.0278,0.0917
7xDS1t7mT71pnxpst8LWLq,No Estaba en Mis Planes,Sandoval,latin,0.456,10,0.331,0.725,0.0293
0BiH40c8QEvMBQm3lrFpZ0,Ni Un Fruto,Denise Rosenthal,latin,0.524,5,0.461,0.0834,0.553
2RAPJgBZ030ZNSMyLrfA6N,La Manito,Martina La Peligrosa,latin,0.737,0,0.831,0.174,0.13
3pjlAhfQPPG7LFWiUo6jMo,Culpable O No,Ana Guerra,latin,0.813,10,0.476,0.0974,0.0408
6JDDlMJEiDiDPOeotCWUG8,Ahora que tú no me ves,Alex Ubago,latin,0.63,8,0.43,0.007,0.0282
3PXM3hQm0zBwNiklp7DLHR,Todo de Mí,Carolina Ross,latin,0.45,6,0.185,0.289,0.0328
6Um3KEou3fPzXaic6ITbY8,Helado,Daniel Sabaterr,latin,0.351,0,0.555,0.504,0.112
1uGVTBOzltXEbOH7qSfuHL,De Qué Sirve,Paulina Rubio,latin,0.595,9,0.689,0.333,0.215
1CPAiHBpTTtHPAlOcVWIwT,LUNA,Lola Indigo,latin,0.744,0,0.622,0.0203,0.141
13RyROr6CxaiFc5FBXLR4Q,Un Beso,Marcos Menchaca,latin,0.513,8,0.699,0.668,0.126
6KZPH8lEa0Jf8e8Nmz74SA,Tu Eres,Salo,latin,0.512,2,0.474,0.0861,0.0327
4VHXa2uKPIelx9YBBqkHtM,M Conformo,Pol Granch,latin,0.552,7,0.32,0.433,0.332
0qvmdQLdlVeuxGf89tlQDR,El Besito - Unplugged,Pasabordo,latin,0.714,0,0.499,0.722,0.142
4Qh2aIeltkTKXD73wg8aGe,Chichi,Periko & Jessi Leon,latin,0.796,1,0.688,0.109,0.109
5wbaHIztJH908HEGTEZUh0,Hola - Acústico En Vivo,Dalex,latin,0.471,0,0.431,0.823,0.0688
0RHjhISKIx9SzyDDZQNk6v,Quiero Cantar,Abel Pintos,latin,0.672,2,0.124,0.085,0.036
6Y9hIZBYmH89U4g6yX4Etn,Aprendiz,Ale Aguirre,latin,0.354,3,0.227,0.883,0.0316
6zBPAwZlbvAmIWSJDEvV2V,Celosa,Alejandro Gonzalez,latin,0.939,1,0.778,0.0367,0.0408
691aH4q1gTSajAdBLckRey,Quisiera - Unplugged,Pasabordo,latin,0.603,0,0.531,0.721,0.322
6US3sBxFujqlBEgeuzPZt6,Mi Culpa,Princesa Alba,latin,0.572,0,0.66,0.429,0.0835
5zuW9T5REjejF9tSEG0sxp,Algo contigo,Valeria Castro,latin,0.0603,0,0.334,0.91,0.0406
5fL7QgzO7DJtGuF4eKt5jL,A Mí No Me Hables - Acústico,India Martinez,latin,0.191,5,0.281,0.774,0.0736
0wLhyxm3XC9tZzylhiFBKc,Ya Dímelo,Giselle Torres,latin,0.885,1,0.543,0.039,0.0516
3GOPfnDGf3k5iTMO9Zt6I1,El primer paso (con Taburete),Despistaos,latin,0.85,1,0.567,0.067,0.0337
0CyB2YIY070vdWLRugLuf5,Gimme de Tu Amor,Soraya,latin,0.823,7,0.9,0.206,0.125
5n1dxunU8DEoQJ59n6P0bq,Cambias Mi Amor,Juan Ingaramo,latin,0.658,4,0.734,0.0508,0.0568
73NhXoLhF57uj2tRLqb8a1,Despertar,Sasha Sokol,latin,0.615,5,0.668,0.296,0.0309
6mAN61JH0dzyZpWslS11jy,Fantasias,Rauw Alejandro,latin,0.703,1,0.788,0.143,0.0701
0gyR5jJEj5JtZn7CvZT31C,Se Enterro,MV5,latin,0.713,7,0.807,0.0819,0.121
6K7V47wFpfam2aeE893rbL,Suave - Remix,Jey Blessing,latin,0.694,10,0.78,0.557,0.166
5gBHYI6sxPeknjYN3ngYul,Te Seduce,N'Klabe,latin,0.803,4,0.826,0.452,0.0431
3EfqlNLh9HHLh8YkmezU5h,Una Noche,Rauw Alejandro,latin,0.696,9,0.34,0.0929,0.0464
40rXWke6SnXiGkSmaT8ZUr,Fantasía,Ozuna,latin,0.719,2,0.781,0.227,0.0903
4xvTPuwHaXoDM3p0QcY7bH,Música,DJ Luian,latin,0.82,1,0.854,0.22,0.169
5stPVcRqb4qixbafP9e8lt,Hola - Remix,Dalex,latin,0.672,0,0.343,0.471,0.311
79B6ZFqXNEBk1cFMdtXVkz,Infiel,Eix,latin,0.514,2,0.481,0.456,0.226
5e50NiIlOc2YJIftHzoehd,MALA SANTA,Becky G,latin,0.701,9,0.527,0.311,0.0396
1ndyl3wJCFs872XZ3ztPk6,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,latin,0.709,3,0.831,0.0451,0.0879
2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA,latin,0.808,7,0.609,0.0846,0.0882
6z8sQFj47s9ZG0Ls1k9Gct,Dime tú,Danny Ocean,latin,0.648,2,0.171,0.581,0.0438
6RyaV7owmVU6fzEPE17sF1,Que Tire Pa Lante,Daddy Yankee,latin,0.901,7,0.708,0.0478,0.0357
2f237byd0A2w0fLlnVDOV4,Patek,Ozuna,latin,0.554,0,0.727,0.418,0.181
1Xnn1TPyr5h0hpRAT4B4EA,Bellaquita - Remix,Dalex,latin,0.715,1,0.758,0.141,0.0838
5HlIWPAKPqDSJfJ8lajxL7,Como Olvidar,Eix,latin,0.71,0,0.563,0.226,0.0329
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,latin,0.646,7,0.429,0.152,0.317
37zdqI4r1gswIzczSBkRon,Aventura,Lunay,latin,0.726,5,0.876,0.223,0.0422
7JabxjX6a5GvDDw6zRFscj,Whine Up,Nicky Jam,latin,0.665,9,0.662,0.0549,0.0758
5LsUdPeqmKVGlPJre2sIRt,Perreito,Mariah,latin,0.611,0,0.526,0.183,0.0922
2dy3TKVDEbIeWxeIb8JWqZ,La Mejor Versión de Mi - Remix,Natti Natasha,latin,0.712,11,0.894,0.732,0.0326
5099x34vBakWpGkHourFxP,Qué Pena,Maluma,latin,0.661,11,0.858,0.102,0.364
6Y4PDQv4XjYjHLeLmvyOt0,Si Te Vas,Sech,latin,0.644,0,0.554,0.0934,0.132
1GBLO0NFODuL31A5fgw0uR,No Se Me Quita (feat. Ricky Martin),Maluma,latin,0.869,7,0.853,0.146,0.139
59s0s39NFWScuHDbHytI14,Indeciso,Reik,latin,0.748,0,0.896,0.182,0.0453
5lwVd35Zg6DJ4qibVMq99H,Date La Vuelta,Luis Fonsi,latin,0.825,6,0.866,0.0487,0.0566
7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",ROSALÍA,latin,0.759,1,0.579,0.462,0.225
3bDD7GGvIzAZeHz2TOYD3A,Mami,Piso 21,latin,0.695,4,0.692,0.609,0.194
4bTZeO72FwMa6wKOiqoynL,Otro Trago - Remix,Sech,latin,0.79,0,0.763,0.0711,0.197
